INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
37507;ÁLVARO GONZÁLEZ;A. GONZALEZ;???? ?????;2;102;27;Uruguay;R;72;176;5;5;5;A;57;3;0;0;0;0;1;1;1;0;1;0;0;0;0;0;CMF;70;66;67;76;70;72;71;73;65;60;63;75;50;75;78;79;78;74;88;77;77;72;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;3;1;Default;0;131;0;4274;27;0;0;0;1;1;1;1;0;0;S.S. LAZIO;15;URUGUAI
37509;MONZÓN;MONZON;????;2;1734;25;Argentina;L;75;179;5;4;4;A;68;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;68;60;65;79;76;71;83;81;77;81;80;77;50;70;76;82;78;74;84;82;76;78;75;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;3;2;3;1;Special;1;261;1;4336;19;0;0;0;1;1;1;1;0;0;OGC NICE;18;
37511;RONCAGLIA;RONCAGLIA;??????;2;2121;25;Argentina;R;75;177;5;5;5;A;63;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;61;79;77;73;67;69;69;69;58;55;53;71;50;84;80;74;78;75;83;72;80;79;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4336;23;0;0;0;1;1;1;1;0;0;ACF FIORENTINA;2;
37512;CABRAL;CABRAL;????;2;0;26;Argentina;R;80;182;5;5;5;A;57;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;53;78;75;68;66;65;67;64;54;55;54;69;50;76;72;64;73;78;77;76;76;68;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4301;27;0;0;0;1;1;1;1;0;0;LEVANTE UD;22;
37514;DANNY MORAIS;DANNY MORAIS;??? ????;2;0;27;Brazil;R;80;188;4;4;4;A;52;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;45;68;78;69;67;66;65;64;53;50;49;66;50;71;70;68;73;80;72;82;77;64;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4538;28;0;0;0;1;1;1;1;0;0;EC BAHIA;3;
37516;JONAS;JONAS;????;2;0;25;Brazil;R;77;181;5;5;5;A;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;RB;61;58;63;74;66;67;69;72;62;56;55;72;50;66;72;71;75;73;78;77;72;65;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4324;18;0;0;0;1;1;1;1;0;0;CORITIBA;15;
37517;DERLEY;DERLEY;????;2;0;26;Brazil;R;70;187;4;5;5;A;52;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;DMF;63;69;65;77;72;69;70;68;69;63;62;81;50;69;69;65;76;78;73;76;69;63;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4213;23;0;0;0;1;1;1;1;0;0;NÁUTICO;8;
37518;ANDREZINHO;ANDREZINHO;????????;2;141;29;Brazil;R;68;178;4;5;5;A;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;AMF;74;39;62;81;72;74;73;78;68;72;77;79;50;71;79;83;80;73;74;77;73;67;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;1;Default;0;131;0;4327;20;0;0;0;1;1;1;1;0;0;BOTAFOGO;17;
37526;NINKOV;NINKOV;????;2;0;27;Serbia;R;80;181;5;5;5;A;56;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;RB;71;60;71;78;66;72;76;77;75;62;71;76;50;76;71;77;78;77;80;80;76;66;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4312;25;0;0;0;1;1;1;1;0;0;TOULOUSE FC;24;
37527;TOMOVIC;TOMOVIC;??????;2;0;25;Serbia;R;81;184;5;4;4;A;58;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;RB;56;72;77;70;69;72;73;70;60;59;60;72;50;75;73;73;77;80;81;75;75;70;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4260;25;0;0;0;1;1;1;1;0;0;GENOA CFC;14;
37529;TRICKOVSKI;TRICKOVSKI;???????;2;0;25;Macedonia;R;76;182;4;5;5;A;58;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;CF;73;41;75;76;68;65;67;66;73;62;60;75;50;75;76;79;81;75;79;76;76;64;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4372;18;0;0;0;1;1;1;1;0;0;CLUB BRUGGE KV;17;
37531;G. DENIS;G. DENIS;???;2;943;31;Argentina;R;87;182;6;6;6;A;52;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;86;38;87;77;67;72;66;72;85;69;76;83;50;86;78;76;79;86;82;83;83;73;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Special;1;1223;1;5298;8;1;0;1;1;1;1;1;0;0;ATALANTA B.C.;19;
37534;N. ASARE;ASARE;N. ???;2;0;26;Ghana;L;66;172;4;4;4;A;130;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;CMF;70;50;64;82;77;68;76;68;63;70;72;80;50;68;82;78;80;72;81;74;76;65;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Special;1;1230;1;5305;21;0;0;0;1;1;1;1;0;0;FC UTRECHT;15;
37535;ANNAN;ANNAN;???;2;153;26;Ghana;R;65;175;6;5;5;A;3;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;66;76;66;79;76;75;73;76;63;68;70;78;50;83;82;72;76;77;84;77;78;68;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Special;1;1231;1;5306;21;1;0;0;1;1;1;1;0;0;SCHALKE04;16;GANA
37536;K. ASAMOAH;K. ASAMOAH;????? ????;2;1389;23;Ghana;L;77;183;6;4;4;A;58;4;0;0;0;0;0;0;1;1;0;1;0;0;1;1;CMF;76;67;70;83;76;80;76;82;73;76;79;82;50;83;83;82;83;84;86;84;82;73;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;3;5;1;Special;1;1232;1;5307;23;1;0;0;1;1;1;1;0;0;JUVENTUS F.C.;16;GANA
37539;VALERI;VALERI;????;2;2406;28;Australia;R;72;180;6;5;5;A;52;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;68;68;73;70;72;70;70;72;70;69;70;72;50;80;79;75;71;77;86;75;76;78;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Special;1;1224;1;5299;22;0;0;0;1;1;1;1;0;0;;16;AUSTRÁLIA
37638;DŽEKO;DZEKO;???;2;701;26;Bosnia and Herzegovina;R;80;192;5;7;6;B;55;6;0;0;0;0;0;0;0;0;0;0;1;1;1;1;CF;86;34;86;83;78;73;74;75;85;66;63;83;50;85;77;76;84;85;80;83;78;80;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Special;1;1739;1;5814;1;1;0;1;1;1;1;1;115;105;MAN BLUE;10;
37703;A. FATHY;A. FATHY;???? ????;2;52;27;Egypt;R;73;173;6;5;5;A;3;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;DMF;70;68;68;81;75;70;75;72;69;75;70;75;50;79;81;79;76;68;84;74;73;72;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;3;3;1;Default;0;131;0;4320;26;0;0;0;1;1;1;1;0;0;;7;EGIPTO
37706;FATHALLAH;FATHALLAH;?????;2;822;30;Egypt;R;74;173;5;5;5;A;53;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;CB;58;76;78;76;76;73;79;78;69;65;61;73;50;80;75;70;76;76;76;78;75;70;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4336;28;0;0;0;1;1;1;1;0;0;;2;EGIPTO
37707;EL MOHAMADI;EL MOHAMADI;?? ?????;2;737;25;Egypt;R;81;180;5;5;5;A;126;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;RMF;75;60;71;74;72;72;72;80;61;58;72;75;50;70;77;85;82;78;81;77;75;68;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;3;1;Default;0;131;0;4326;25;0;0;0;1;1;1;1;0;0;WEARSIDE;27;EGIPTO
37715;SOUGOU;SOUGOU;??;2;0;27;Senegal;R;70;178;5;5;5;A;130;2;0;0;0;0;0;0;0;1;1;0;1;1;1;1;CF;73;40;67;73;68;70;66;73;70;61;55;73;50;73;78;82;83;72;76;78;81;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4394;28;0;0;0;1;1;1;1;0;0;CFR CLUJ;99;
37718;MASILELA;MASILELA;????;2;1618;27;South Africa;L;70;175;4;4;4;A;47;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;69;57;70;69;69;65;76;79;62;67;66;71;50;69;79;80;83;72;81;73;75;71;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;6;1;Default;0;131;0;4506;20;1;0;0;1;1;1;1;0;0;GETAFE CF;18;ÁFRICA DO SUL
37720;MODISE;MODISE;????;2;1722;29;South Africa;R;79;178;4;5;5;A;47;3;0;0;0;0;0;0;1;1;1;1;0;0;0;1;AMF;74;50;68;75;75;76;79;76;76;78;78;75;50;77;77;82;81;70;76;81;75;72;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;131;0;4295;6;0;0;0;3;1;1;1;0;99;;7;ÁFRICA DO SUL
37721;KHUNE;KHUNE;????;2;1341;25;South Africa;R;80;180;5;4;4;B;53;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;69;55;55;58;56;67;71;45;45;45;54;76;89;79;64;69;86;60;78;83;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;1;Default;0;131;0;4218;23;1;0;0;1;1;1;3;0;0;;16;ÁFRICA DO SUL
37725;DIKGACOI;DIKGACOI;??????;2;662;27;South Africa;R;70;180;4;5;5;A;101;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;59;72;73;68;68;65;78;78;66;65;63;73;50;80;72;67;78;80;82;78;83;75;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;6;1;Default;0;131;0;4208;5;1;0;0;1;1;1;1;0;0;;13;ÁFRICA DO SUL
37726;MPHELA;MPHELA;?????;2;1754;27;South Africa;R;70;183;4;5;5;A;126;3;0;0;0;0;0;0;0;1;0;1;0;0;1;1;CF;70;36;67;72;72;73;75;76;75;76;75;75;50;74;70;83;90;72;77;75;80;72;68;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4208;6;1;0;1;2;1;1;1;99;0;;9;ÁFRICA DO SUL
37731;MIKARI;MIKARI;???;2;0;29;Tunisia;L;68;172;3;4;4;C;126;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;72;61;68;78;74;71;80;83;70;78;80;75;50;75;84;82;75;71;81;71;78;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;4;1;Default;0;131;0;4507;21;1;0;1;1;1;1;1;0;0;FC SOCHAUX-MONTBÉLIARD;11;
37750;M. SIDIBE;M. SIDIBE;???? ????;2;1539;32;Mali;L;77;193;4;4;4;A;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;73;37;73;80;69;66;68;70;70;64;63;75;50;73;68;78;71;87;77;76;75;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4362;21;0;0;0;3;1;1;1;0;0;THE POTTERIES;11;
37752;B. H. RIISE;B. H. RIISE;???? ??? ???;2;306;29;Norway;R;73;173;4;5;5;A;42;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;71;54;69;77;77;76;80;80;69;73;78;77;50;75;74;75;75;75;77;77;72;68;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4386;26;0;0;0;1;1;1;1;0;0;WEST LONDON WHITE;17;
37816;SCHIEMER;SCHIEMER;????;2;0;26;Austria;R;76;181;4;5;5;A;52;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;CB;57;74;82;70;70;68;75;74;63;63;56;74;50;78;75;68;75;82;76;77;84;70;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4453;19;0;0;0;1;1;1;1;0;0;;5;ÁUSTRIA
37817;PRÖDL;PRODL;????;2;2008;25;Austria;R;90;194;4;4;4;B;47;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;53;75;83;68;67;65;69;73;57;60;61;70;50;80;65;70;71;88;76;82;75;72;70;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4521;28;1;0;0;1;1;1;1;0;0;;15;ÁUSTRIA
37818;HARNIK;HARNIK;????;2;0;25;Austria;R;75;185;4;6;5;C;87;3;0;0;0;0;1;0;0;0;1;1;0;1;1;1;CF;74;47;77;78;76;77;75;79;80;70;72;77;50;80;76;83;84;79;83;77;76;75;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;1;Special;1;1879;1;5954;18;1;0;0;4;1;1;1;0;0;;8;ÁUSTRIA
37820;WAWRZYNIAK;WAWRZYNIAK;???????;2;0;29;Poland;L;84;187;5;4;4;A;3;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;LB;63;68;71;72;71;70;73;71;58;62;63;71;50;73;72;69;75;84;84;76;71;66;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;1911;1;5986;26;0;0;0;1;1;1;1;0;0;;14;POLÓNIA
37822;ZYRIANOV;ZYRIANOV;?????;2;2571;34;Russia;R;72;176;7;5;5;A;3;3;0;0;0;0;0;1;1;1;1;1;0;0;0;0;CMF;73;71;72;73;76;75;78;76;67;72;75;76;50;80;76;76;73;74;86;76;73;72;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Special;1;1930;1;6005;18;0;0;0;3;1;1;1;0;0;FC ZENIT ST. PETERSBURG;18;RÚSSIA
37823;SHIROKOV;SHIROKOV;????;2;2240;31;Russia;R;83;187;6;5;5;B;98;4;0;0;1;0;1;1;1;0;0;1;0;0;0;0;CMF;76;74;75;76;77;78;76;73;75;63;63;78;50;78;72;70;74;82;82;80;74;72;76;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;1;Special;1;1927;1;6002;6;0;0;1;3;1;1;1;0;0;FC ZENIT ST. PETERSBURG;15;RÚSSIA
37824;FELLAINI;FELLAINI;?????;2;839;24;Belgium;R;85;194;5;5;5;B;54;5;0;0;0;0;0;1;1;0;0;1;0;0;1;1;CMF;76;68;88;79;80;81;77;78;72;63;66;81;50;77;71;73;77;89;87;80;83;72;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;3;2;1;Special;1;1492;1;5567;7;1;0;0;1;1;1;1;0;0;MERSEYSIDE BLUE;25;BÉLGICA
37825;LOMBAERTS;LOMBAERTS;??????;2;1470;27;Belgium;L;83;188;6;4;4;A;42;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;55;81;80;70;72;73;74;74;60;64;66;70;50;78;70;72;75;83;80;76;76;72;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4371;7;0;0;1;1;1;1;1;0;0;FC ZENIT ST. PETERSBURG;6;BÉLGICA
37827;WITSEL;WITSEL;?????;2;2518;23;Belgium;R;73;183;6;3;3;A;3;5;0;0;0;0;0;1;1;1;1;1;0;0;1;0;CMF;76;62;77;83;79;75;76;75;74;70;66;80;50;79;74;80;77;76;85;76;80;75;75;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;4;1;Special;1;1829;1;5904;3;1;0;0;1;1;1;1;0;0;SL BENFICA;28;BÉLGICA
37829;ZANEV;ZANEV;???;2;0;26;Bulgaria;L;70;180;5;4;4;A;52;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;LB;68;64;66;75;72;71;76;80;64;61;68;75;50;72;74;78;77;74;82;80;76;65;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4517;25;0;0;0;1;1;1;1;0;0;;4;BULGÁRIA
37830;POPOV;POPOV;???;2;2645;24;Bulgaria;R;71;181;5;6;5;A;53;3;0;0;0;0;0;0;0;1;1;1;1;0;1;0;AMF;75;46;70;82;81;77;77;75;71;68;67;82;50;70;78;82;77;73;76;78;73;76;68;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4364;28;0;0;0;3;1;1;1;0;0;;9;BULGÁRIA
37831;LAMPI;LAMPI;???;2;0;28;Finland;R;76;182;5;5;5;A;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RB;63;65;67;74;68;73;72;75;59;57;63;73;50;71;73;73;75;76;80;73;74;68;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4429;4;0;0;0;1;1;1;1;0;0;;5;FINLÂNDIA
37833;VASS;VASS;????;2;0;24;Hungary;R;75;180;5;5;5;A;72;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;62;69;70;73;72;73;71;72;63;62;66;75;50;80;77;73;75;75;84;75;75;73;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4233;27;0;0;0;1;1;1;1;0;0;CFR CLUJ;18;
37841;BEN DAYAN;BEN DAYAN;?? ???;2;0;33;Israel;L;79;179;5;4;4;A;42;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;68;63;71;74;74;73;77;74;65;64;70;76;50;72;74;76;77;74;81;76;75;72;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4413;20;0;0;0;1;1;1;1;0;0;;19;ISRAEL
37849;TOŠIC;TOSIC;??? ????;2;2566;25;Serbia;L;68;171;4;4;4;A;3;4;0;0;0;1;0;0;0;1;1;1;1;1;1;0;LMF;76;43;65;85;76;73;78;76;66;79;81;83;50;71;88;84;81;68;74;79;73;66;67;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4414;25;0;0;0;1;8;1;1;0;0;PFC CSKA MOSKVA;21;
37850;HUBOCAN;HUBOCAN;?????;2;1082;27;Slovakia;R;74;183;5;6;6;B;53;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;58;76;78;70;71;71;68;68;55;56;53;72;50;75;76;73;78;77;81;71;82;66;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4340;24;0;0;0;1;1;1;1;0;0;FC ZENIT ST. PETERSBURG;14;
37857;KIRM;KIRM;???;2;1352;28;Slovenia;R;73;183;6;5;5;A;42;2;0;0;0;0;0;0;0;1;1;0;1;1;1;0;LMF;75;52;64;74;74;73;76;72;70;67;70;78;50;75;79;82;83;73;83;76;76;69;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4317;18;1;0;0;1;1;1;1;0;0;WISLA KRAKÓW SA;17;ESLOVÉNIA
