INDEX;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
37197;2;0;28;Italy;R;74;179;7;5;5;A;3;2;0;0;0;1;1;0;1;1;1;0;1;1;0;0;RMF;73;67;69;81;76;76;77;73;67;65;76;81;50;76;83;76;81;73;85;76;76;76;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4519;27;0;0;0;1;1;1;1;0;0;JUVENTUS F.C.;20;
37198;2;0;31;Italy;L;76;183;6;3;3;A;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;82;40;49;49;51;51;63;40;40;40;51;82;87;70;56;69;80;63;80;83;72;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4374;27;0;0;0;1;1;1;1;0;0;A.C. SIENA;25;
37201;2;570;22;England;L;72;173;4;5;4;A;3;2;0;0;0;0;0;0;1;1;1;1;1;1;1;0;RMF;71;44;63;81;76;74;77;75;71;75;73;80;50;71;85;83;79;70;75;76;71;66;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4326;18;0;0;0;4;1;1;1;0;0;NORTH EAST LONDON;25;
37209;2;0;27;Brazil;R;78;183;4;5;5;A;52;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;52;74;74;73;71;70;74;69;62;56;57;73;50;75;72;68;76;79;73;76;76;67;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4260;19;0;0;0;1;1;1;1;0;0;PORTUGUESA;5;
37220;2;2499;28;Scotland;R;87;185;5;5;4;B;42;3;0;0;1;1;1;0;0;1;1;0;0;0;0;0;RB;70;66;75;78;71;73;75;77;65;63;66;75;50;75;72;79;80;83;85;82;74;75;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Special;1;1501;1;5576;28;0;0;0;1;1;1;1;0;0;NORTHLUCK C;34;ESCÓCIA
37222;2;1494;33;Portugal;R;77;179;4;5;5;B;53;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;RB;71;68;73;80;70;72;78;76;68;70;69;76;50;70;68;77;76;75;78;75;76;70;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4371;21;0;0;0;1;1;1;1;0;0;OSQUANCHA;21;
37224;2;0;25;Brazil;R;76;175;5;5;5;A;53;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;CF;79;35;74;80;73;70;68;66;77;63;58;79;50;75;76;80;84;82;76;78;81;66;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4213;18;1;0;1;1;1;1;1;0;0;FC SPARTAK MOSCOW;11;
37225;2;1685;23;Turkey;R;92;196;4;5;5;A;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;74;55;53;54;55;55;58;45;45;45;53;75;83;71;53;72;85;60;75;78;70;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4225;28;0;0;0;1;1;1;1;0;0;FENERBAHÇE SK;34;
37234;2;0;28;Poland;R;70;173;4;4;4;A;3;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;SS;70;48;71;74;69;67;69;73;68;60;62;76;50;78;85;76;81;73;81;81;78;69;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4300;19;0;0;0;1;1;1;1;0;0;WISLA KRAKÓW SA;9;
37241;2;2036;24;Brazil;L;65;173;3;4;4;A;58;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;LB;62;55;53;78;68;62;70;63;62;60;63;78;50;66;76;74;76;63;78;70;72;60;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4335;18;0;0;0;1;1;1;1;0;0;SC CORINTHIANS;16;
37244;2;0;31;Cape Verde;L;84;190;5;4;4;A;52;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;70;41;71;78;68;65;66;68;73;78;76;68;50;75;68;82;85;83;76;83;83;67;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;131;0;4324;21;0;0;0;1;1;1;1;0;0;OSQUANCHA;19;
37250;2;1420;25;Brazil;L;78;185;5;4;4;A;47;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;50;78;76;68;68;67;68;73;58;56;55;67;50;73;67;68;72;83;73;75;78;66;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4539;24;0;0;0;1;1;1;1;0;0;SC CORINTHIANS;4;
37253;2;0;22;Sweden;L;79;179;4;3;2;A;3;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;CF;74;35;67;82;75;70;76;72;73;63;66;82;50;73;77;76;80;83;74;75;71;64;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4499;6;0;0;0;1;1;1;1;0;0;HERACLES ALMELO;9;
37257;2;0;25;Poland;R;86;195;5;4;4;B;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;77;55;54;55;55;57;60;45;45;45;53;78;85;65;53;67;83;62;80;73;75;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4301;18;0;0;0;1;1;1;3;0;0;PSV;1;POLÓNIA
37260;2;2610;27;Brazil;R;72;179;5;5;5;A;52;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;DMF;64;66;71;77;72;77;77;78;64;63;72;76;50;78;75;76;74;79;81;84;75;72;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4318;27;0;0;0;1;1;1;1;0;0;SANTOS FC;4;
37264;2;0;31;Brazil;L;78;177;5;4;4;A;3;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;72;66;68;74;77;78;75;72;68;65;65;74;50;74;73;70;74;73;80;78;74;74;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4470;19;0;0;0;1;1;1;1;0;0;SPORT RECIFE;18;
37268;2;1900;22;Italy;R;68;175;5;5;4;A;94;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;78;42;73;76;69;70;65;65;76;63;66;76;50;82;82;76;80;77;83;76;75;65;65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4272;1;1;0;0;1;1;1;1;0;0;A.C. CHIEVO VERONA;23;
37269;2;0;25;Portugal;L;72;175;5;4;4;A;42;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;67;64;66;75;73;70;77;73;60;74;79;75;50;71;78;79;79;72;80;78;76;69;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4300;21;0;0;0;1;1;1;1;0;0;PODEFTEZA;4;
37271;2;313;25;Hungary;R;90;194;4;4;4;A;42;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;79;55;50;49;52;50;58;45;45;45;45;76;85;68;52;62;82;57;75;75;67;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4236;23;0;0;0;1;1;1;1;0;0;;1;HUNGRIA
37274;2;2262;25;England;R;74;173;5;5;5;A;52;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RB;63;66;66;71;68;72;67;72;56;56;64;73;50;73;80;76;82;73;82;74;75;73;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1;Default;0;131;0;4209;18;0;0;0;1;1;1;1;0;0;TYNESIDE;5;
37276;2;1447;26;Argentina;L;77;188;4;4;4;B;54;3;0;0;0;0;0;0;0;1;0;1;1;0;0;0;LMF;76;45;63;85;75;78;78;79;78;72;70;83;50;70;71;83;83;84;75;83;69;70;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4345;19;0;0;0;1;2;1;1;0;0;PANATHINAIKOS F.C.;11;
37277;2;1711;23;Spain;R;77;186;5;5;5;A;76;3;0;0;1;0;1;1;1;0;0;0;0;0;0;0;CB;60;78;82;74;74;73;73;74;60;61;62;73;50;78;75;72;77;80;78;78;79;70;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4489;20;0;0;0;1;1;1;1;0;0;ATHLETIC CLUB;6;
37283;2;0;21;England;R;78;186;4;6;5;B;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;CF;72;32;72;77;67;68;65;69;72;60;67;75;50;73;76;78;83;73;74;83;83;63;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4295;6;1;0;1;1;1;1;1;0;0;WEST MIDLANDS VILLAGE;54;
37284;2;987;22;England;R;71;178;4;4;4;A;4;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;CMF;68;64;72;77;74;66;72;70;66;61;62;76;50;77;75;69;77;75;83;75;73;70;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4346;21;0;0;0;1;1;1;1;0;0;TYNESIDE;15;
37286;2;2107;21;England;R;80;188;4;7;7;C;3;4;0;0;1;0;0;1;1;0;0;0;0;0;0;0;DMF;67;67;73;78;80;79;75;75;65;63;62;80;50;74;67;69;73;82;84;79;73;72;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Special;1;654;1;4729;1;0;0;0;1;1;1;1;0;0;MERSEYSIDE BLUE;26;
37291;2;261;25;Bosnia and Herzegovina;R;83;196;5;4;4;A;140;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;80;55;53;50;55;56;64;45;45;45;48;82;87;70;55;65;87;61;76;79;72;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4516;26;0;0;0;3;1;1;1;0;0;THE POTTERIES;1;
37293;2;0;23;Wales;R;71;180;4;4;4;A;3;2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;RB;69;65;65;75;66;70;68;70;61;61;63;72;50;74;74;77;77;73;82;74;72;68;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4405;26;0;0;0;1;1;1;1;0;0;BERKSHIRE BLUES;2;
37294;2;0;23;England;R;74;191;4;5;4;B;76;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;CB;55;75;80;66;67;72;69;74;57;57;60;66;50;80;69;66;73;83;76;75;81;73;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4381;22;1;0;0;1;1;1;1;0;0;EAST LONDON;5;
37295;2;0;23;Wales;R;77;183;5;4;4;B;56;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;RMF;71;63;69;77;76;73;78;74;70;67;68;77;50;75;75;72;77;77;82;78;72;66;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4385;26;0;0;0;1;1;1;1;0;0;EAST LONDON;10;
37302;2;0;27;Denmark;R;82;185;5;4;4;B;68;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;54;76;76;68;65;64;65;65;55;58;58;69;50;74;72;70;73;81;78;74;76;68;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4229;23;1;0;0;1;1;1;1;0;0;F.C. COPENHAGEN;4;
37306;2;236;22;Italy;R;88;189;3;5;6;A;83;7;0;0;0;0;0;0;0;1;1;1;0;0;1;1;SS;86;40;78;88;82;82;83;83;80;84;86;87;50;77;83;79;88;86;79;89;79;59;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;6;1;Special;1;1338;1;5413;5;1;0;1;1;10;1;1;108;54;MAN BLUE;45;ITÁLIA
37307;2;0;23;Italy;R;78;180;5;5;5;A;4;2;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;68;67;70;78;78;75;78;71;67;70;75;81;50;76;75;72;72;78;81;75;70;65;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4453;25;0;0;0;1;1;1;1;0;0;A.C. SIENA;36;
37310;2;0;22;Italy;R;81;186;3;4;4;A;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;66;46;50;50;50;53;60;40;40;40;50;71;79;64;50;64;77;56;73;72;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4355;23;0;0;0;1;1;1;1;0;0;CAGLIARI CALCIO;22;
37314;2;0;24;Portugal;R;81;183;5;5;5;A;53;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;RMF;72;65;72;80;78;75;78;75;75;80;78;78;50;75;72;79;78;75;77;79;75;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4371;24;0;0;0;1;1;1;1;0;0;ROVANECHE;10;
37322;2;0;26;Italy;L;67;180;5;5;5;B;26;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;DMF;71;69;68;79;81;80;82;79;65;74;78;80;50;73;75;74;75;78;79;80;72;70;76;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4356;28;0;0;0;1;1;1;1;0;0;SEVILLA FC;17;
37323;2;0;24;Serbia;R;82;186;5;5;5;A;26;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;DMF;66;73;73;74;76;79;75;77;67;72;70;76;50;76;72;71;73;83;80;87;77;67;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4448;18;0;0;0;1;1;1;1;0;0;ATALANTA B.C.;14;
37327;2;160;25;Italy;L;79;184;5;4;4;A;3;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0;LB;69;67;70;75;67;72;72;75;65;63;73;75;50;75;75;80;80;79;84;75;77;72;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;874;1;4949;4;1;0;0;1;1;1;1;0;0;GENOA CFC;23;
37330;2;0;27;Italy;R;82;187;6;5;5;A;62;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;65;78;71;74;72;73;75;72;64;60;66;73;50;76;73;76;81;83;82;79;74;67;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4427;24;0;0;0;1;1;1;1;0;0;CAGLIARI CALCIO;6;
37336;2;395;25;Italy;R;72;180;5;5;5;A;65;3;0;0;0;0;0;1;1;1;1;1;1;1;1;0;AMF;75;65;72;83;82;83;82;83;70;72;78;84;50;80;80;83;79;77;85;79;76;78;81;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Special;1;172;1;4247;23;0;0;0;1;1;1;1;0;0;S.S. LAZIO;87;
37337;2;1130;24;Chile;R;75;176;7;4;4;A;173;4;0;1;1;0;1;1;1;0;1;0;0;0;0;0;CMF;71;73;73;79;78;78;77;79;70;66;73;78;50;84;82;77;81;77;90;80;77;80;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;3;1;Special;1;1881;1;5956;3;1;0;0;1;1;1;1;0;0;JUVENTUS F.C.;12;CHILE
37344;2;2174;26;Italy;R;72;181;4;5;5;A;55;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;56;75;68;70;65;73;67;66;58;58;65;71;50;83;82;71;85;77;79;68;76;65;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4353;20;0;0;0;1;1;1;1;0;0;PARMA F.C.;33;
37345;2;635;23;Argentina;R;83;193;4;5;5;A;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;78;36;77;78;74;72;66;68;74;63;63;80;50;75;73;76;82;80;75;76;83;66;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4392;1;1;0;0;1;8;1;1;0;0;LANCASHIRE ATHLETIC;9;
37346;2;0;23;Turkey;R;67;175;5;5;5;A;52;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;CMF;65;65;75;82;76;75;75;74;66;70;75;85;50;82;80;76;76;75;83;78;83;74;75;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4405;25;0;0;0;1;1;1;1;0;0;BERKSHIRE BLUES;4;
37356;2;425;26;Spain;L;70;173;4;4;4;A;22;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;LB;67;66;69;73;69;69;73;73;58;63;68;73;50;69;76;75;78;74;81;73;74;68;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4526;26;0;0;0;1;1;1;1;0;0;RAYO VALLECANO;3;
37358;2;760;23;Spain;R;77;181;4;5;5;A;4;2;0;0;0;0;1;0;0;1;1;0;0;0;1;1;SS;76;43;67;79;73;73;75;77;70;72;74;79;50;76;82;83;83;77;81;79;73;67;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4404;27;0;0;0;1;1;1;1;0;0;RCD MALLORCA;8;
37363;2;1982;25;Spain;R;77;184;3;5;5;B;132;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;52;75;73;69;73;71;68;72;56;54;52;70;50;77;73;68;75;77;75;71;78;66;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4238;18;0;0;0;1;1;1;1;0;0;LANCASHIRE ATHLETIC;24;
37373;2;389;22;Spain;R;75;182;5;5;5;B;247;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;63;68;75;75;76;76;75;76;64;66;68;76;50;79;75;72;78;81;84;78;83;70;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4228;1;0;0;0;1;1;1;1;0;0;MÁLAGA CF;6;
37375;2;1359;31;Spain;L;68;168;5;4;4;A;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;LB;67;67;67;74;69;70;73;76;58;61;64;70;50;73;77;76;79;75;80;77;71;72;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4533;25;1;0;0;2;1;1;1;0;0;ATHLETIC CLUB;12;
37377;2;135;25;Spain;R;86;184;5;4;4;A;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;77;42;52;50;54;57;60;40;40;40;46;77;83;68;51;64;79;60;77;78;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4402;22;0;0;0;1;1;1;1;0;0;CA OSASUNA;25;
37379;2;771;26;Spain;R;80;184;4;5;5;B;3;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;CF;76;38;81;77;72;70;73;73;76;58;56;76;50;77;76;77;81;81;75;78;84;68;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4454;23;0;0;0;1;1;1;1;0;0;CA OSASUNA;7;
